_id,School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Col_Id,Col_Name,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened
2034,2562,Frasertown School,06-8388844,06-8384761,office@frasertown.school.nz,Megan Marshall,http://www.frasertown.school.nz/,5 Russell Parade ,Frasertown,Wairoa,Counter Delivery,Frasertown Postcentre,Wairoa,4163,Rural settlement,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Wairoa District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Napier,Ikaroa-Rāwhiti,207600,Frasertown-Ruakituri,Wairoa General Ward,99091,Mata Nui o Kahungunu,-38.966593,177.405379,Yes,474,2025-04-01T00:00:00,111,46,74,1,2,0,0,0,2.20,All students taught in English,No,No,Open,1868-01-26T00:00:00
2035,2563,Frimley School,06-8788757,06-8788712,office@frimley.school.nz,Rohan Pearse,http://www.frimley.school.nz,200 Frimley Road ,Frimley,Hastings,Frimley Road,Frimley,Hastings,4120,Large urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Hastings District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,209401,Frimley,Hastings-Havelock North General Ward,99159,Ngā Hau e Whā Kāhui Ako,-39.627661,176.833354,Yes,472,2025-04-01T00:00:00,498,166,203,63,144,4,1,0,0.07,All students taught in English,No,No,Open,1952-05-26T00:00:00
2036,257,Tawa College,04-2328184,04-2325777,secretary@tawacollege.school.nz,Andrew Savage,http://www.tawacollege.school.nz,38A Duncan Street ,Tawa,Wellington,PO Box 51045,Tawa,Wellington,5249,Major urban area,Secondary (Year 9-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Hauāuru,247900,Tawa Central,Takapū/Northern General Ward,99114,Tawa Kāhui Ako,-41.164996,174.830508,Yes,438,2025-04-01T00:00:00,1125,583,218,180,273,46,11,17,0.12,All students taught in English,No,No,Open,1961-02-01T00:00:00
2037,258,Taita College,04-5678728,04-5679845,secretary@taita.school.nz,Linda Pye,http://www.taita.school.nz/,188 Eastern Hutt Road ,Taita,Lower Hutt,Eastern Hutt Road,Taita,Lower Hutt,5019,Major urban area,Secondary (Year 9-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Lower Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,244600,Taita South,Northern Ward,99111,Taita/Stokes Valley Community of Learning,-41.176079,174.966401,No,521,2025-04-01T00:00:00,379,155,163,164,34,7,5,0,0.20,All students taught in English,No,No,Open,1957-01-26T00:00:00
2038,2582,Irongate School,06-8799435,06-8796548,admin@irongate.school.nz,Nadine Rohe,http://www.irongateschool.com,16 Walton Way ,Flaxmere,Hastings,Walton Way,Flaxmere,Hastings,4120,Large urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Hastings District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,209100,Flaxmere Park,Flaxmere General Ward,99135,Te Rito o te Harakeke Kāhui Ako,-39.628353,176.782714,Yes,534,2025-04-01T00:00:00,196,31,141,65,5,0,0,0,0.25,All students taught in English,No,No,Open,1976-02-01T00:00:00
2039,26,Kaipara College,09-4208640,09-4207485,info@kaipara.school.nz,Cindy Sullivan,http://www.kaipara.school.nz/,Rautawhiri Road ,"",Helensville,Rautawhiri Road,"",Helensville,0800,Small urban area,Secondary (Year 9-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,112401,Helensville,Rodney Ward,99097,Te Kāhui Ako o Kaipara,-36.680156,174.459138,Yes,457,2025-04-01T00:00:00,771,674,215,61,55,13,6,11,0.91,All students taught in English,No,No,Open,1924-02-01T00:00:00
2040,2609,Te Kura o Mata,06-8645455,06-8645458,principal@mata.school.nz,Te Riu Raihania,"",Huiarua Station ,"",Tokomaru Bay,Mata Road RD 1,"",Tokomaru Bay,4079,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Gisborne District,Gisborne Region,Napier Office,"Hawke's Bay, Tairāwhiti",East Coast,Ikaroa-Rāwhiti,205000,Tokomaru,Tairāwhiti General Ward,99050,Porou Ariki Kāhui Ako,-38.099202,178.053310,No,481,2025-04-01T00:00:00,5,1,5,0,0,0,0,0,3.21,All students taught in te reo Māori,No,No,Open,1990-01-31T00:00:00
2041,2612,Mayfair School,06-8785518,06-8706426,admin@mayfair.school.nz,Ricardo Fox,http://www.mayfair.school.nz,1110 Willowpark Road North ,Mayfair,Hastings,1110 Willowpark Road North,Mayfair,Hastings,4122,Large urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Hastings District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,210900,Mayfair,Hastings-Havelock North General Ward,99136,Whirinaki Kāhui Ako,-39.637819,176.860588,Yes,529,2025-04-01T00:00:00,209,62,135,29,23,2,0,0,0.06,All students taught in English,No,No,Open,1950-02-01T00:00:00
2042,2634,Otane School,06-8568009,06-8568059,admin@otane.school.nz,Tracey Turfrey,http://www.sporty.co.nz/otane,67 Higginson Street ,"",Otane,Counter Delivery,Otane Postcentre,Otane,4202,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Central Hawke's Bay District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,215900,Mangarara,Aramoana-Ruahine Ward,99161,Te Angi Angi Community of Learning,-39.898125,176.631445,No,487,2025-04-01T00:00:00,87,49,54,7,3,1,0,0,0.75,All students taught in English,No,No,Open,1868-01-26T00:00:00
2043,4036,Waikaia School,03-2027729,03-2027729,office@waikaia.school.nz,Phillipus Gerber,http://www.waikaia.school.nz,22 Leamington Street ,"",Waikaia,PO Box 43,"",Waikaia,9745,Rural settlement,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Southland District,Southland Region,Invercargill Office,"Otago, Southland",Southland,Te Tai Tonga,358100,Riversdale-Piano Flat,Mararoa Waimea Ward,99041,FINS CoL,-45.723914,168.848074,No,404,2025-04-01T00:00:00,18,17,2,1,0,0,0,0,2.16,All students taught in English,No,No,Open,1979-09-01T00:00:00
2044,4047,Waverley Park School,03-2179332,03-2179359,admin@waverleypark.school.nz,Kerry Hawkins,http://www.waverleypark.school.nz,55 Eden Crescent ,Glengarry,Invercargill,55 Eden Crescent,Glengarry,Invercargill,9810,Large urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Invercargill City,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,361502,Waverley (Invercargill City),Area Outside Ward,"","",-46.396542,168.384216,Yes,495,2025-04-01T00:00:00,241,155,112,41,11,8,0,0,0.83,All students taught in English,No,No,Open,1954-02-01T00:00:00
2045,4112,Southland Adventist Christian School,03-215 7904,"",office@sacs.school.nz,Joshua Taylor,http://www.sacs.school.nz/,21 Durham Street ,Waikiwi,Invercargill,PO Box 5007,Waikiwi,Invercargill,9843,Large urban area,Full Primary,"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Invercargill City,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,360701,Waikiwi,Area Outside Ward,"","",-46.375658,168.345550,Yes,441,2025-04-01T00:00:00,113,65,5,24,24,21,0,0,0.86,All students taught in English,No,No,Open,1858-11-17T00:00:00
2046,4119,Wellington Hills Christian College,04-9398558,04-9398559,office@whcc.school.nz,Timothy Kuipers,https://whcc.school.nz/,19-21 Broderick Road ,Johnsonville,Wellington,19 Broderick Road,Johnsonville,Wellington,6037,Major urban area,Composite,"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Tonga,248900,Johnsonville Central,Takapū/Northern General Ward,99164,Lower North Island Christian Community of Learning,-41.224411,174.806091,No,419,2025-04-01T00:00:00,112,52,9,9,39,19,1,0,0.25,All students taught in English,No,No,Open,1979-02-05T00:00:00
2047,4129,Rotorua S D A School,07-3484689,07-3490149,secretary@sda.rotorua.school.nz,Lanea Strickland,http://www.sda.rotorua.school.nz,3 Tilsley Street ,Glenholme,Rotorua,3 Tilsley Street,Glenholme,Rotorua,3010,Large urban area,Full Primary,"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Rotorua District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Rotorua,Waiariki,200800,Glenholme South,Te Ipu Wai Auraki General Ward,99019,Rotorua Central Community of Learning,-38.150835,176.253367,No,507,2025-04-01T00:00:00,43,6,25,16,6,1,0,0,0.28,All students taught in English,No,Yes,Open,1954-02-04T00:00:00
2048,4134,St Mark's Church School (Mt Victoria),04-3859489,04-3851528,admin@st-marks.school.nz,Erica Harvison (Acting),http://www.st-marks.school.nz,13 Dufferin Street ,Mount Victoria,Wellington,PO Box 7445,Newtown,Wellington,6242,Major urban area,Full Primary,"",Private : Fully Registered,Not applicable,Co-Educational,"",Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,252502,Mount Victoria South,Pukehīnau/Lambton General Ward,"","",-41.301080,174.781597,No,not applicable,2025-04-01T00:00:00,191,111,6,5,74,7,7,1,not applicable,All students taught in English,No,No,Open,1917-01-26T00:00:00
2049,4157,Westbridge Residential School,09-8324918,09-8324243,secretary@westbridge.school.nz,Cherie Jaeger (Acting),http://www.westbridge.school.nz,488E Don Buck Road ,Royal Heights,Auckland,PO Box 79056,Royal Heights,Waitakere,0656,Major urban area,Specialist School,Residential Specialist School,State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,119600,Westgate South,Waitākere Ward,99125,Te Kāhui Ako o Tiriwā,-36.827289,174.599049,No,539,2025-04-01T00:00:00,7,5,4,0,0,1,0,0,0.47,All students taught in English,Yes,No,Open,1981-01-26T00:00:00
2050,428,Whangamata Area School,07-8658557,07-8658761,office@whangamata.school.nz,Alistair Luke,http://www.whangamata.school.nz/,Port Road ,"",Whangamata,PO Box 8,"",Whangamata,3643,Small urban area,Composite,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Thames-Coromandel District,Waikato Region,Hamilton Office,Waikato,Coromandel,Hauraki-Waikato,168502,Whangamatā East,South East Ward,99155,Coromandel Community of Learning,-37.215339,175.866532,Yes,463,2025-04-01T00:00:00,545,439,148,22,24,6,2,5,1.43,All students taught in English,No,Yes,Open,1985-04-16T00:00:00
2051,2333,Apiti School,06-3284884,"",office@apiti.school.nz,Jeanne Taylor,http://www.apiti.school.nz,11 Bryce Street ,"",Apiti,11 Bryce Street RD 1,"",Apiti,4771,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Manawatu District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,227600,Pohangina-Apiti,Manawatū Rural General Ward,99134,Te Kāhui Ako o Kawakawa,-39.972505,175.873405,No,482,2025-04-01T00:00:00,12,12,0,0,0,0,0,0,1.14,All students taught in English,No,No,Open,1892-01-26T00:00:00
2052,2345,Carlton School,06-3450336,06-3450336,carltonoffice@welearn.school.nz,Gary Johnston,http://www.carltonschool.co.nz,99A Carlton Avenue ,"",Whanganui,99A Carlton Avenue,"",Whanganui,4501,Large urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,225300,Gonville North,Area Outside Ward,99220,Takitini Toru Kāhui Ako,-39.935170,175.030805,Yes,503,2025-04-01T00:00:00,262,158,103,11,21,3,0,0,0.33,All students taught in English,No,No,Open,1957-02-04T00:00:00
2053,2357,Fordell School,06-3427828,06-3427590,officeadmin@fordell.school.nz,Yvette Moorhouse,http://www.fordell.school.nz,21 Budge Street ,"",Fordell,21 Budge Street RD 2,"",Whanganui,4572,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,225600,Kaitoke-Fordell,Area Outside Ward,99219,Takitini Rua Kāhui Ako,-39.959096,175.199485,Yes,456,2025-04-01T00:00:00,136,124,27,11,6,0,0,0,0.49,All students taught in English,No,No,Open,1883-04-30T00:00:00
2054,236,Horowhenua College,06-3686159,06-3679210,office@horowhenua.school.nz,Gilbert Hokianga (Acting),http://www.horowhenua.school.nz,Weraroa Road ,"",Levin,PO Box 544,"",Levin,5540,Medium urban area,Secondary (Year 9-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,235000,Makomako,Levin General Ward,99058,Taitoko Kāhui Ako,-40.621227,175.279764,No,494,2025-04-01T00:00:00,1000,578,359,203,96,55,8,23,0.60,All students taught in English,No,No,Open,1940-02-06T00:00:00
2055,2362,Halcombe Primary School,06-3288845,06-3288847,office@halcombe.school.nz,Alastair Schaw,http://www.halcombe.school.nz,30 Monteith Street ,Halcombe,Feilding,30 Monteith Street RD 9,"",Feilding,4779,Rural settlement,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Manawatu District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,227200,Tokorangi,Manawatū Rural General Ward,99134,Te Kāhui Ako o Kawakawa,-40.147005,175.498388,Yes,427,2025-04-01T00:00:00,193,172,22,1,3,4,1,0,0.49,All students taught in English,No,No,Open,1877-01-26T00:00:00
2056,2369,Kai Iwi School,06-3429823,06-3429827,office@kaiiwi.school.nz,Ross Harvey,http://www.kaiiwi.school.nz/,908 State Highway 3 ,Kai Iwi,Whanganui,908 State Highway 3 RD 4,"",Whanganui,4574,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,223400,Mowhanau,Area Outside Ward,99218,Takitini Tahi Kāhui Ako,-39.851056,174.931957,Yes,483,2025-04-01T00:00:00,91,81,22,2,4,1,0,0,0.61,All students taught in English,No,No,Open,1876-02-08T00:00:00
2057,2372,Kaitoke School (Wanganui),06-3450474,06-3450475,office@kaitokeschool.com,Vanessa Duncan,http://www.kaitokeschool.com,16 Concord Line ,"",Whanganui,16 Concord Line RD 2,"",Whanganui,4572,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,225600,Kaitoke-Fordell,Area Outside Ward,99218,Takitini Tahi Kāhui Ako,-39.960891,175.100272,Yes,450,2025-04-01T00:00:00,101,85,32,2,4,5,2,0,0.37,All students taught in English,No,No,Open,1863-01-26T00:00:00
2058,2383,TKKM o Ngati Ruanui,06-2784350,06-2784350,kkm@ngatiruanui.school.nz,Rangiwaahia Wano,"",2 Manawapou Road ,"",Hāwera,PO Box 233,Hawera,Hāwera,4640,Small urban area,Composite,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,Te Tai Whenua,South Taranaki District,Taranaki Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,221800,Ramanui,Te Hāwera General Ward,"","",-39.592044,174.269906,No,534,2025-04-01T00:00:00,99,8,97,12,1,0,0,0,1.29,All students taught in te reo Māori,No,No,Open,1998-01-01T00:00:00
2059,2389,Lytton Street School,06-3236687,06-3235941,office@lss.school.nz,Ben Ward-Smith,http://www.lyttonstreet.school.nz,Lytton Street ,"",Feilding,Lytton Street,"",Feilding,4702,Medium urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Manawatu District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,228300,Kimbolton West,Feilding General Ward,99134,Te Kāhui Ako o Kawakawa,-40.218404,175.576842,No,478,2025-04-01T00:00:00,513,438,171,15,32,10,0,0,0.30,All students taught in English,No,No,Open,1901-09-09T00:00:00
2060,2393,Manunui School,07-8957143,07-8957143,office@manunui.school.nz,Scott Young,"",140 Totara Street State Highway 4 ,"",Taumarunui,140 Totara Street,Manunui,Taumarunui,3924,Small urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Ruapehu District,Manawatū-Whanganui Region,Hamilton Office,Waikato,Rangitīkei,Te Tai Hauāuru,222700,Taumarunui East,Ruapehu General Ward,99201,Taumarunui Kāhui Ako,-38.888887,175.323172,No,509,2025-04-01T00:00:00,148,76,89,6,4,1,4,0,2.41,All students taught in English,No,No,Open,1907-01-26T00:00:00
2061,240,Otaki College,06-3648204,06-3645483,office@otakicollege.school.nz,Andy Fraser,http://www.otakicollege.school.nz,Mill Road ,"",Ōtaki,PO Box 36,"",Ōtaki,5542,Small urban area,Secondary (Year 7-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Kapiti Coast District,Wellington Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,236500,Ōtaki,Ōtaki Ward,99140,Te Kāhui Tokotoko o Ōtaki,-40.759363,175.153793,Yes,489,2025-04-01T00:00:00,439,267,229,33,27,6,6,5,0.44,All students taught in English,No,No,Open,1959-02-01T00:00:00
2062,2400,Milson School,06-3585204,"",office@milson.school.nz,Tracy Thorn,http://www.milson.school.nz,Rutland Place ,Milson,Palmerston North,7 Rutland Place,Milson,Palmerston North,4414,Large urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Palmerston North City,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Palmerston North,Te Tai Hauāuru,229300,Milson South,Te Hirawanui General Ward,99052,Palmerston North East Community of Learning,-40.331728,175.612512,No,483,2025-04-01T00:00:00,352,200,118,35,90,14,1,0,0.14,All students taught in English,No,No,Open,1928-05-17T00:00:00
2063,2404,Mount Biggs School,06-3293646,"",office@mountbiggs.school.nz,Kyle Harris,http://www.mountbiggs.school.nz,707 Sandon Road ,"",Feilding,707 Sandon Road RD 9,"",Feilding,4779,Rural other,Full Primary,"",State,Donations may be requested,Co-Educational,"",Te Tai Whenua,Manawatu District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,227500,Awahuri,Manawatū Rural General Ward,99134,Te Kāhui Ako o Kawakawa,-40.200444,175.481579,Yes,411,2025-04-01T00:00:00,111,104,18,2,1,3,1,0,0.36,All students taught in English,No,No,Open,1921-01-26T00:00:00
2064,244,Chanel College,06-3700612,"",admin@chanelcollege.school.nz,Myra Coley,http://www.chanelcollege.school.nz,26 Herbert Street ,"",Masterton,PO Box 719,"",Masterton,5840,Medium urban area,Secondary (Year 7-15),"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Masterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,256400,Cameron and Soldiers Park,Masterton/Whakaoriori General Ward,99204,Whakaoriori Kāhui Ako,-40.960109,175.655051,No,470,2025-04-01T00:00:00,302,189,67,31,61,8,3,2,0.94,All students taught in English,No,No,Open,1978-01-26T00:00:00
2065,245,Rathkeale College,06-3700175,06-3779020,principal@rathkeale.school.nz,Martin O'Grady,http://www.rathkeale.school.nz,217 Willow Park Drive ,Opaki,Masterton,217 Willow Park Drive RD 11,"",Masterton,5871,Rural other,Secondary (Year 9-15),"",State : Integrated,Donations may be requested,Boys School,"",Te Tai Runga,Masterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,255501,Opaki,Masterton/Whakaoriori General Ward,99204,Whakaoriori Kāhui Ako,-40.898298,175.687565,No,414,2025-04-01T00:00:00,327,278,44,10,26,2,2,13,1.12,All students taught in English,Yes,No,Open,1964-02-01T00:00:00
2066,2456,St Matthew's School (Marton),06-327 7945,06-3277894,office@stmatthewsmarton.school.nz,Tumua Pala'aia,https://www.smsm.school.nz/,25 Ross Street ,"",Marton,PO Box 41,"",Marton,4710,Small urban area,Full Primary,"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Rangitikei District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,226701,Marton North,Central General Ward,99078,South Rangitikei Kāhui Ako,-40.074857,175.376604,No,487,2025-04-01T00:00:00,47,19,9,20,6,2,0,0,0.52,All students taught in English,No,No,Open,1915-01-26T00:00:00
2067,2467,Turitea School,06-3548845,06-3548845,office@turitea.school.nz,Troy Duckworth,https://turitea.school.nz/,208 Old West Road ,"",Tiritea,208 Old West Road RD 2,"",Palmerston North,4472,Large urban area,Contributing,"",State,Donations may be requested,Co-Educational,"",Te Tai Whenua,Palmerston North City,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,231900,Turitea,Te Hirawanui General Ward,99166,Te Oro Karaka Rua Kāhui Ako,-40.401262,175.619913,Yes,403,2025-04-01T00:00:00,136,129,20,4,7,3,0,0,0.15,All students taught in English,No,No,Open,1895-03-01T00:00:00
2068,248,Paraparaumu College,04-9025170,04-9025171,office@paraparaumucollege.school.nz,Mark Robinson,http://www.paraparaumucollege.school.nz,Mazengarb Road ,"",Paraparaumu,PO Box 288,"",Paraparaumu,5254,Medium urban area,Secondary (Year 9-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Kapiti Coast District,Wellington Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,237500,Paraparaumu North,Paraparaumu Ward,99137,Kapiti North Community of Learning,-40.888259,175.003987,Yes,440,2025-04-01T00:00:00,1534,1269,315,73,209,35,17,53,0.22,All students taught in English,No,No,Open,1977-02-01T00:00:00
2069,4008,Riverton School,03-2348663,03-2348693,office@rivertonschoolnz.net,Timothy Page,https://www.riverton.school.nz/,Leader Street ,"",Riverton,7 Leader Street,"",Riverton,9822,Small urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Southland District,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,358801,Riverton,Waiau Aparima Ward,"","",-46.351828,168.019399,No,466,2025-04-01T00:00:00,131,103,35,4,10,2,4,0,1.52,Some students taught in te reo Māori,No,Yes,Open,1974-01-01T00:00:00
2070,4030,Tokanui School,03-2468738,03-2468738,office@tokanui.school.nz,Tina McMullen,http://www.tokanui.school.nz,18 Duncan Street ,"",Tokanui,18 Duncan Street RD 1,"",Tokanui,9884,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Southland District,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,359500,Wyndham-Catlins,Waihopai Toetoe Ward,99028,Lower Mataura Valley Community of Learning,-46.563166,168.946581,No,460,2025-04-01T00:00:00,43,34,5,1,5,0,0,0,1.65,All students taught in English,No,No,Open,1858-11-17T00:00:00
2071,546,Whitby Collegiate,04-2341070 Ext 710,"",office@whitbycollegiate.school.nz,Shelley Addison,https://www.whitbycollegiate.school.nz/,2 Starboard Lane ,Whitby,Porirua,PO Box 995,Wellington,Porirua,6011,Large urban area,Secondary (Year 7-15),"",Private : Fully Registered,Not applicable,Co-Educational,"",Te Tai Runga,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,240601,Endeavour West,Pāuatahanui General Ward,"","",-41.114985,174.894118,No,not applicable,2025-04-01T00:00:00,357,260,31,40,80,7,3,2,not applicable,All students taught in English,No,No,Open,2004-01-27T00:00:00
2072,549,Taihape Area School,06-3880130,06-3881130,jpearce@tas.school.nz,Michelle Cameron (Acting),http://www.tas.school.nz,26 Huia Street ,"",Taihape,PO Box 292,"",Taihape,4742,Small urban area,Composite,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Rangitikei District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Rangitīkei,Te Tai Hauāuru,226500,Taihape,Northern General Ward,99169,Te Kāhui Ako o Mokai Patea,-39.675966,175.801514,No,511,2025-04-01T00:00:00,241,133,159,26,10,2,0,0,1.83,All students taught in English,No,No,Open,2005-01-28T00:00:00
2073,465,Mana Tamariki,06-3564383,06-3549792,tari@manatamariki.school.nz,Rea Wipaki-Hawkins,"",165 Grey Street ,Palmerston North CBD,Palmerston North,165 Grey Street,"",Palmerston North,4410,Large urban area,Composite,"",State,Donations may be requested,Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,Te Tai Whenua,Palmerston North City,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Palmerston North,Te Tai Hauāuru,230500,Papaioea North,Te Hirawanui General Ward,"","",-40.349078,175.616143,No,444,2025-04-01T00:00:00,74,4,74,4,0,0,1,0,0.05,All students taught in te reo Māori,No,No,Open,2000-04-17T00:00:00
2074,48,Western Springs College-Ngā Puna o Waiōrea,09-8156730,09-8156740,admin@wsc.school.nz,Ivan Davis,http://www.westernsprings.school.nz,Motions Road ,Western Springs,Auckland,Motions Road,Western Springs,Auckland,1022,Major urban area,Secondary (Year 9-15),"",State,Donations may be requested,Co-Educational,"",Te Tai Raro,Waitematā Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Albert,Tāmaki Makaurau,130300,Westmere South-Western Springs,Waitematā and Gulf Ward,99154,Te Kāhui Ako o Waitematā,-36.861976,174.717535,Yes,419,2025-04-01T00:00:00,1822,1065,492,229,392,73,19,103,0.18,All students taught in English,No,No,Open,1903-01-26T00:00:00
